"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"FBgn0000448",7.6196943997875,0.297518258094845,0.677716915137376,0.439000785504278,0.660660967160988,0.877537898131419,"Hr3","36073"
"FBgn0000454",2699.07975684253,-0.0632987809810447,0.103508813478223,-0.611530350450422,0.540848531918553,0.821476583289579,"Dip-B","48450"
"FBgn0000455",535.584420486092,-0.211063925614647,0.122818158229189,-1.71850749643049,0.0857040882868597,0.318801053295222,"Dip-C","47769"
"FBgn0000459",4.72127204926306,0.456046508312029,0.895587213272658,0.509215073142394,0.610601478827635,NA,"disco","32579"
"FBgn0000464",1545.39507599984,-0.0827420437159131,0.110759498771411,-0.747042417433461,0.455037956856416,0.761586929146476,"Lar","35259"
"FBgn0000472",2633.44795110363,-0.12379961851552,0.293128398852384,-0.42233921721745,0.672777436965235,0.88296245898361,NA,NA
"FBgn0000473",16.1619357311383,-0.00225473606043346,0.515530635568555,-0.0043736218662288,0.996510365763434,0.998904742093042,"Cyp6a2","35587"
"FBgn0000479",881.735274115995,-0.253180547500327,0.111005569115873,-2.28079140097956,0.0225607934682749,0.130435767496284,"dnc","31309"
"FBgn0000482",1016.72674706469,-0.0912414192968816,0.107584644086084,-0.848089614200653,0.396388065170733,0.714276526384195,"dor","31118"
"FBgn0000489",111.801127833465,0.0891873106427349,0.198544054067841,0.449206656232879,0.653282586276198,0.873517120474759,"Pka-C3","39733"
"FBgn0000490",200.715975283772,0.841426497941811,0.191910823279803,4.38446609504158,1.16270589261388e-05,0.000244939565682344,"dpp","33432"
"FBgn0000497",2.24808659027143,-2.98585361435511,1.58734686444828,-1.88103412129328,0.0599672774349405,NA,NA,NA
"FBgn0000499",965.301050177761,-0.0134378342317213,0.11037195227448,-0.121750444336648,0.903096661562863,0.967047680309727,"dsh","32078"
"FBgn0000500",4.59066130658498,0.553952090374964,0.902739254291143,0.613634654460598,0.539456778162471,NA,"Dsk","45845"
"FBgn0000504",7.05351060076576,1.16679747176527,0.845500937600557,1.38000730676482,0.167584395113521,0.476316560197951,"dsx","40940"
"FBgn0000520",600.107937693787,0.0046517727928049,0.118932808284271,0.0391126120698866,0.968800605686474,0.989406781744264,"dwg","31265"
"FBgn0000524",891.43494654168,0.30623243940012,0.110719552383067,2.76583884967868,0.00567765844567313,0.0461075911530154,"dx","31589"
"FBgn0000527",136.818365835816,-0.625311357899544,0.195503812370655,-3.19846119785132,0.00138163124770345,0.0146429002692328,"e","42521"
"FBgn0000533",6.69485080834908,0.31500207542489,0.775890244380721,0.40598793154863,0.684751467868315,0.888282851272511,"ea","41858"
"FBgn0000535",177.570397557396,-0.745176147823226,0.205506036509337,-3.62605478885468,0.00028778432013552,0.00395426724493901,"eag","32428"
"FBgn0000536",871.564340263215,0.100642071966773,0.109356266504777,0.920313715742818,0.357408843634936,0.691119401291371,"eas","32585"
"FBgn0000541",4907.42933176042,-0.0598385382017641,0.120832482518357,-0.495218975515737,0.620445557495609,0.858708669889807,"E(bx)","44811"
"FBgn0000542",161.251734101947,-0.00551167996566509,0.191922578801372,-0.0287182467018086,0.977089303605728,0.991544998119957,"ec","31339"
"FBgn0000543",727.251449213542,0.103490869748225,0.120543004077436,0.85853899643768,0.390594906862262,0.710980886790956,"ecd","38291"
"FBgn0000546",937.50763864963,-0.126195758079587,0.127224664307484,-0.991912682705845,0.321240121763178,0.65892650813337,"EcR","35540"
"FBgn0000547",341.819532101959,0.497638444096069,0.169909939398393,2.92883656987977,0.0034023326083523,0.0307717297299711,"ed","33619"
"FBgn0000551",1.61858659292467,-0.616553265309957,1.62679011480164,-0.378999884312141,0.704687949751574,NA,"Edg78E","40354"
"FBgn0000556",196242.63475424,-0.227331653173157,0.0924964433805045,-2.45773399348965,0.0139816693551973,0.0919316204382374,NA,NA
"FBgn0000557",43.7338881393839,0.320761986506022,0.304109527091858,1.0547580984174,0.291535972824317,0.630699403439133,"eEF1alpha2","43736"
"FBgn0000559",107459.984843713,-0.0166149613177178,0.0889736493536365,-0.186740247684791,0.851864298042836,0.949296138733985,"eEF2","35422"
"FBgn0000562",1459.26209090544,-0.143607809878908,0.106871025585128,-1.34374877655233,0.179029638642908,0.492427989159658,"egl","37757"
"FBgn0000565",602.091318890895,0.668148213061019,0.135252593829096,4.94000295406746,7.81213873237986e-07,2.13997691665894e-05,"MsrA","39675"
"FBgn0000566",798.319452957683,0.149857735619182,0.129751021387923,1.15496382237443,0.248105241729252,0.586948754823927,"Eip55E","37143"
"FBgn0000567",261.174489927451,-1.22965264298093,0.165886864751544,-7.41259800661512,1.23848865691312e-13,9.8901230135055e-12,"Eip74EF","39962"
"FBgn0000568",3629.20106702084,-0.239335169535337,0.278496894744108,-0.859381824545103,0.390129893948085,0.710886287296949,"Eip75B","39999"
"FBgn0000575",1422.23943406212,0.332490901939474,0.141447195451504,2.35063622773257,0.0187413459868789,0.11461362374572,"emc","38091"
"FBgn0000578",5449.5202851932,-0.333587524996939,0.10486445338342,-3.18113063324928,0.00146701462454649,0.0153579772782193,"ena","37201"
"FBgn0000579",8747.49602754771,0.412423744319412,0.0863869297229107,4.77414518194219,1.80472159341889e-06,4.63283920418371e-05,"Eno","33351"
"FBgn0000581",3447.49977054138,-0.16721387754648,0.109596757490936,-1.52571920351118,0.127079809903261,0.401763381309203,"E(Pc)","36238"
"FBgn0000588",339.933096425054,-0.213778263037845,0.142945583847345,-1.4955219831495,0.134778267083964,0.417770599743042,"esc","34595"
"FBgn0000592",3.23518021637192,-0.0331846969763473,1.12926640047649,-0.0293860660003211,0.976556685727512,NA,"Est-6","39392"
"FBgn0000594",21.5055544221632,-0.396659205942836,0.469652168588042,-0.844580803566496,0.39834493072923,0.714969528170906,"Est-P","39393"
"FBgn0000611",1381.0940727493,-0.180459186524868,0.0967903010265555,-1.86443460358034,0.0622606972588861,0.255784963247575,"exd","32567"
"FBgn0000615",382.453618481429,0.0131863064753339,0.160596986987364,0.0821080564629238,0.93456078662801,0.976233453283207,"exu","37345"
"FBgn0000617",819.394907802035,0.0136761563582172,0.122642937479366,0.111511976468422,0.911210368983679,0.969543541700713,"e(y)1","32762"
"FBgn0000618",151.719107455574,0.307638294198721,0.19401904175694,1.58560877021607,0.112828085524216,0.374231336667169,"e(y)2","45848"
"FBgn0000629",1117.348108731,-0.172983583077465,0.110021119476051,-1.57227615844355,0.115886519767445,0.379530565502703,"E(z)","39203"
"FBgn0000630",20.7694859934066,-0.160644370795734,0.456549928053459,-0.351865942637765,0.72493880170752,0.90355697211112,NA,NA
"FBgn0000633",24.6652246086759,1.03618723940044,0.406941892257754,2.54627812745346,0.0108878400975241,0.075773004055334,"CG17716","36521"
"FBgn0000634",352.304051150188,0.407692779141663,0.140333659764502,2.90516744041183,0.00367056681112946,0.0328168715143259,NA,NA
"FBgn0000635",153.590920495358,0.407215282197591,0.26438263673084,1.5402497200002,0.123499494610063,0.395401294543196,"Fas2","31364"
"FBgn0000636",50.0551704895125,-0.284723034391778,0.288897737631109,-0.985549546792709,0.324354206625299,0.661683747920387,"Fas3","35097"
"FBgn0000640",1.06768914370252,0.678303838512577,2.15335772270467,0.314998214816167,0.752763009293849,NA,"Fbp2","34259"
"FBgn0000644",6.04020974515201,-1.02299483835452,0.819533489064488,-1.24826483847815,0.211934086238835,0.542156532107159,"Fcp3C","31294"
"FBgn0000658",3.95387516007344,0.790570874613359,0.958831272873992,0.824515112282174,0.409646932563487,NA,"fj","37089"
"FBgn0000659",2.16922465081853,1.3149037254723,1.33392211925154,0.985742500626712,0.324259488008922,NA,"fkh","43383"
"FBgn0000662",1177.01242874584,-0.125313456442489,0.102586724390551,-1.22153677473332,0.221882850631413,0.55486476285522,"fl(2)d","36527"
"FBgn0000667",1500.48574631614,-0.175992877948447,0.0957665991456211,-1.83772713575048,0.0661026231959548,0.265836721989736,"Actn","31166"
"FBgn0000709",2264.79287822534,-0.179668976495857,0.101976766010991,-1.7618618781899,0.0780926369135746,0.29971632448388,"fliI","33110"
"FBgn0000711",1054.20966486706,0.0819412355913791,0.103593074097298,0.790991447115638,0.428948982506799,0.740208535827202,"flw","44289"
"FBgn0000719",2103.47083775719,-0.13144679199883,0.107282966572715,-1.22523450085375,0.220486878850876,0.553774619445621,"fog","33148"
"FBgn0000721",930.391964981681,0.0747808040646915,0.10769646848175,0.694366353130363,0.487452488913009,0.787100066792799,"for","44817"
"FBgn0000723",2013.91469924675,-0.107359578169571,0.095372770855111,-1.12568374817033,0.260299405166472,0.600755612354598,"FER","41118"
"FBgn0000808",130.706188805284,-0.0300124396858956,0.196736447446062,-0.152551497577102,0.878751976497214,0.958821512660615,"gd","32159"
"FBgn0000810",291.929245512246,0.0507885447453603,0.163890120701879,0.309893876017982,0.756641659952982,0.914452497158371,"fs(1)K10","47781"
"FBgn0000826",125.67315413373,0.536289403578576,0.195774428311856,2.73932304746308,0.00615658464076532,0.0490581382062471,"png","31084"
"FBgn0000927",33.9665866269402,0.20670520939981,0.341446844227954,0.605380348051514,0.544926305590018,0.823439926705818,"fs(1)Ya","31263"
"FBgn0000928",677.617319236748,0.445955370175547,0.12293973560379,3.62743069183727,0.00028625558044718,0.00393957519543198,"fs(1)Yb","31262"
"FBgn0000986",2374.75581623916,0.0522552214575367,0.112240658196924,0.465564103926189,0.641527542004598,0.867229918338398,NA,NA
"FBgn0000996",1207.37177158446,-0.217044480211706,0.103258275752602,-2.10195723906651,0.0355570217588152,0.176959283873043,"dup","47121"
"FBgn0001075",44.38550658436,-0.0321585391216286,0.314026215230478,-0.102407179916575,0.91843348488729,0.970400562198317,"ft","33627"
"FBgn0001078",1144.969960599,-0.0480667866045206,0.126257730331601,-0.380703711988794,0.703423114163111,0.895360715682084,"ftz-f1","40045"
"FBgn0001079",376.74953421099,-0.0405808529064004,0.133697571385114,-0.303527225558254,0.761488102484326,0.916736729949538,"fu","32855"
"FBgn0001083",189.884327511671,0.0516160388952115,0.1903531611315,0.271159347122973,0.78626847828502,0.924121443840406,"fw","32162"
"FBgn0001084",68.6324177242108,0.380464909177324,0.24555103766188,1.54943311500568,0.121277638394877,0.390673933264604,"fy","34166"
"FBgn0001085",9.94514231350321,0.651174436113516,0.651529994332794,0.999454271910165,0.317574680369001,0.656446266452775,"fz","45307"
"FBgn0001086",1137.41593949226,0.0159528296842506,0.102633276622123,0.155435256568744,0.876478191193181,0.957918501542578,"fzy","34968"
"FBgn0001087",1704.45721813157,0.0541654764604127,0.0926103954717288,0.58487469127532,0.558631977272142,0.827953426643274,"g","44819"
"FBgn0001089",51.9274765091295,0.102788276282137,0.28385119232734,0.362120290703589,0.717262141383652,0.89962047984544,"Gal","33839"
"FBgn0001090",41.4418190562345,0.601174458556911,0.315976091021843,1.90259477105612,0.057093441984083,0.241394466222835,"bnb","32872"
"FBgn0001091",4323.52854773218,0.633753508962088,0.106584396598338,5.94602520808353,2.74731856892066e-09,1.06586015429528e-07,"Gapdh1","35728"
"FBgn0001092",9128.39640147106,0.331376024119302,0.122243843048314,2.71077884870107,0.0067125380219008,0.0525121359487021,"Gapdh2","32545"
