	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
FBgn0000239	2481.48623953556	-0.0224202979791376	0.0949592421521354	-0.23610443250187	0.81335163451734	0.938003933142772	bur
FBgn0000241	8.27984527194858	-0.0111694984590019	0.749040558388254	-0.0149117405378366	0.988102593369697	0.996666781817356	bw
FBgn0000242	160.670287460628	0.13736198349785	0.173424450959853	0.792056614494623	0.428327665945132	0.748882644181908	NA
FBgn0000244	510.186928378688	-0.398663430974828	0.132348542286878	-3.01222381513418	0.00259341307600338	0.0252647889165789	by
FBgn0000246	176.411724125697	0.287698797295219	0.183885817259726	1.56455131549849	0.117688151809152	0.393292080428686	c(3)G
FBgn0000247	2662.77441957903	-0.198579664658255	0.0983479979856696	-2.01915309640762	0.0434713096082919	0.207656923584886	ca
FBgn0000250	2251.33709227092	-0.116589153399468	0.100694461476882	-1.15785070687563	0.246924966357661	0.597504710479439	cact
FBgn0000251	1.97492562228389	0.328296514829846	1.32262534606265	0.248215804881676	0.803967438405635	NA	cad
FBgn0000253	10292.4207422362	0.145221182156004	0.0815882329424284	1.77992802293534	0.0750877408978897	0.299916305625808	Cam
FBgn0000256	2184.41274629441	-0.471245761656014	0.114761035913675	-4.10632195765897	4.02009056911676e-05	0.000741567650265374	capu
FBgn0000257	753.279359362576	0.00343894985343186	0.105439342174315	0.0326154335043792	0.973981262221674	0.990990994246454	car
FBgn0000258	1079.57216744893	0.160266339696058	0.119693676103684	1.33897082045695	0.180580172372025	0.506995831749026	NA
FBgn0000259	2030.25470905424	0.0201770027731484	0.112156363148972	0.179900651257284	0.857230563914107	0.953536254140201	CkIIbeta
FBgn0000261	1903.17593821783	-0.202505243558836	0.0978662634149648	-2.069203793959	0.0385269668547125	0.192152126328705	Cat
FBgn0000273	2102.23775428587	-0.122006595693533	0.133354338782956	-0.914905332717424	0.360241330275006	0.703168433977863	Pka-C1
FBgn0000274	0	NA	NA	NA	NA	NA	Pka-C2
FBgn0000276	69.4968591125523	0.400103304209179	0.305547424168312	1.30946384280033	0.190377277801059	0.521320764479073	CecA1
FBgn0000277	31.9807517700358	-0.321563175759536	0.454596049089389	-0.707360251818434	0.479342631395695	0.788773558066365	CecA1
FBgn0000278	44.7028436452136	-0.625980745995993	0.31297443720826	-2.00010183444935	0.0454892687354126	0.213078071603347	CecB
FBgn0000279	98.3131469190713	0.536060755607945	0.219113298780981	2.44650032010962	0.0144250669304171	0.0965952541253729	CecC
FBgn0000280	0.49493356146143	0.959640505623057	2.86337007451038	0.335143722484824	0.73751667231623	NA	NA
FBgn0000281	0.992636089494352	-0.210665967588236	1.973852432807	-0.106728326842878	0.915004509383758	NA	NA
FBgn0000283	3526.31008558795	-0.0957587810530371	0.103255761479738	-0.927394071582413	0.353721967589947	0.700517576597782	Cp190
FBgn0000286	484.873825567724	-0.544480875477215	0.130398358448312	-4.17551940036912	2.97306913644311e-05	0.000567462805456897	Cf2
FBgn0000287	0.692535396871298	-0.473422443947867	2.56225668937036	-0.184767765818265	0.853411191650467	NA	salr
FBgn0000289	3448.76262953296	-0.197509522284725	0.0959299418348294	-2.05889338101334	0.0395044533064329	0.195369310055608	cg
FBgn0000299	50847.6179108074	0.593519311885305	0.0994690259110092	5.96687568265021	2.41839522889699e-09	9.80620258943069e-08	Col4a1
FBgn0000303	2.69203939162257	0.7787311328114	1.19663875219364	0.650765430572809	0.515197918798883	NA	ChAT
FBgn0000307	1642.82454444605	-0.0182005469704418	0.125735626778433	-0.144752505210908	0.884906282511767	0.963231840002172	chif
FBgn0000308	16758.1169758136	0.0905643721313441	0.104788494142309	0.864258742074795	0.387445769301666	0.719834316740996	chic
FBgn0000313	58.3929443931834	0.0216442164984738	0.262115617304726	0.0825750740113704	0.934189421628336	0.977097340459761	NA
FBgn0000316	1.90678747168759	0.149286629883375	1.53303006370372	0.0973801058556582	0.922424542861388	NA	cin
FBgn0000317	1436.68048452464	-0.0400754594021802	0.107425912334367	-0.373052074041911	0.709109687361525	0.90209372399137	ck
FBgn0000318	906.753616132792	0.229642952756915	0.127475235810144	1.80147109591493	0.0716286590716358	0.290176658908507	cl
FBgn0000319	14032.9058467729	0.0126503855203252	0.108346543964333	0.116758551380186	0.907051390230702	0.970706054809043	Chc
FBgn0000320	1.16180797341892	-1.34549940618428	2.05772822037082	-0.653876149855111	0.513191600823784	NA	eya
FBgn0000326	269.368606143896	0.171898932731136	0.148309127270695	1.15905835260823	0.246432400443671	0.59717947989641	clt
FBgn0000330	227.230396667204	-0.188402088014551	0.171407974987536	-1.0991442377652	0.271705156727465	0.624549407480409	cm
FBgn0000337	25.3292318266985	-0.0202933284869466	0.397721665663866	-0.0510239452333418	0.959306439859998	0.986667137852498	cn
FBgn0000338	1832.90401100614	0.169521193644246	0.140978403199962	1.202462148786	0.229184522726332	0.575512161948915	NA
FBgn0000339	565.948672253472	0.0554221087715999	0.130715697637802	0.423989694988036	0.671573328681317	0.887419310356889	cni
FBgn0000346	94.0126752243329	0.661116192544422	0.228581951390557	2.89225019089471	0.00382493222065594	0.0346964727933522	comt
FBgn0000351	34.3175207607977	0.358732624650088	0.346324524815849	1.03582795599254	0.30028241284661	0.652069336287593	cort
FBgn0000352	837.427425801003	0.0365606093742778	0.110313689222819	0.331424047476377	0.740324203070922	0.912660151062718	cos
FBgn0000355	0.372198012999843	-0.411477287899916	3.09699773940796	-0.132863283257861	0.894301505119306	NA	Cp15
FBgn0000356	0	NA	NA	NA	NA	NA	Cp16
FBgn0000357	3.41206329792148	0.368333693524979	1.02290480733171	0.360085993227261	0.718782827000163	NA	Cp18
FBgn0000358	0.0796749105101128	-0.763412593004771	3.87066162738431	-0.197230516768438	0.843647150692563	NA	Cp19
FBgn0000359	0.512456588636781	-0.989034659387449	2.6502077124196	-0.37319137468077	0.709006015243969	NA	Cp36
FBgn0000360	0.655096366188273	0.377775090761502	2.60253764538726	0.145156436615267	0.884587360111534	NA	Cp38
FBgn0000363	3.19839034781747	-0.0389715764562461	1.08429980901069	-0.0359416981653843	0.971328847003982	NA	NA
FBgn0000370	11183.3433115426	-0.0642878340818663	0.0881753680090539	-0.729090623985433	0.465946229540585	0.780488882946104	crc
FBgn0000376	1250.21907629536	0.0431420158738209	0.101262234161962	0.426042504699415	0.670076874236659	0.887419310356889	crm
FBgn0000377	892.783145417565	0.0567575106178518	0.103290900636774	0.549491874578978	0.58266793924751	0.852068339278517	crn
FBgn0000382	733.171575823204	-0.135980094881278	0.13269477982999	-1.02475843477413	0.305477183222247	0.657631592215317	csw
FBgn0000384	598.77153580614	0.0489764012435095	0.146783972643334	0.333663140202069	0.738633766889242	0.912660151062718	cta
FBgn0000392	1080.22701781589	0.455081138563318	0.108049091247134	4.21179977832889	2.53344055172067e-05	0.000491007564198021	cup
FBgn0000394	621.778335326083	-0.217369427910026	0.117025198757249	-1.85745830999121	0.0632459772295819	0.265886934373192	cv
FBgn0000395	496.874906795116	-0.382971459884964	0.18014842830453	-2.12586622869434	0.0335143995599959	0.174596330212199	cv-2
FBgn0000404	2429.45180115513	0.0819673485095518	0.094041773020334	0.871605733037685	0.383423502017742	0.71750341073512	CycA
FBgn0000405	2318.16256844911	0.549392425803439	0.107354330066902	5.11756186696021	3.09510553938946e-07	9.2006194733405e-06	CycB
FBgn0000406	265.508207219706	-2.07553473914297	0.22437812031734	-9.25016546269096	2.24145418007541e-20	3.585919150997e-18	Cyt-b5-r
FBgn0000409	4201.61613133004	-0.120306048164821	0.103623825446041	-1.16098829247977	0.245646660581613	0.596225547286649	NA
FBgn0000411	0	NA	NA	NA	NA	NA	D
FBgn0000412	2799.14541301722	0.234640480426318	0.105640532381821	2.22112171470556	0.0263427186522262	0.148658706187683	D1
FBgn0000413	2709.4017735386	-0.0545492828726022	0.103843089951474	-0.525304889310335	0.599371259059298	0.860138727412779	NA
FBgn0000414	2340.51087850447	-0.239869054839738	0.100489553115905	-2.38700489157387	0.0169862652649608	0.109496079169517	Dab
FBgn0000416	38598.4010589658	-0.377689996343197	0.0793007554864716	-4.76275407499275	1.90968520768176e-06	5.04604208480234e-05	Sap-r
FBgn0000422	6.74265395568728	0.441111660093549	0.749259349683229	0.588730271140483	0.556042227961039	0.835575483631371	Ddc
FBgn0000426	698.185351933298	0.229026401181547	0.131170567899348	1.74601974245691	0.0808075213434137	0.314877060095017	SmF
FBgn0000427	0.190048145436947	-1.05662569291664	3.87108289295889	-0.272953517693598	0.784888946701315	NA	dec-1
FBgn0000439	0	NA	NA	NA	NA	NA	Dfd
FBgn0000442	3.58976090424144	0.291121947804981	1.03291747436395	0.28184434384194	0.778062867187595	NA	Pkg21D
FBgn0000447	619.766935722834	0.532927769615482	0.11976324837028	4.44984397857841	8.59326940311466e-06	0.000196395266176639	Dhod
FBgn0000448	7.61962030656936	0.297419979925999	0.68606222885302	0.433517496544351	0.664638857885304	0.885036224954815	Hr3
FBgn0000449	0	NA	NA	NA	NA	NA	dib
FBgn0000451	0.631110405153444	0.803634395109286	2.38292151508191	0.337247529984915	0.735930310017614	NA	ect
FBgn0000454	2699.07549116503	-0.0633632688623733	0.103046441151249	-0.614900118378377	0.538620684651422	0.828842847892246	Dip-B
FBgn0000455	535.580648295711	-0.211141953178441	0.122926522449741	-1.71762731891132	0.0858646140608296	0.326783191661436	Dip-C
FBgn0000459	4.72119790578584	0.456101094584442	0.907564602554165	0.502554962259253	0.615277200784553	0.863862149306411	disco
FBgn0000463	1.32519236755264	0.766499096312758	1.70899455260153	0.448508800186605	0.653786036499108	NA	Dl
FBgn0000464	1545.40584906511	-0.0828148894476438	0.110490978787455	-0.749517203634784	0.453545533508761	0.769523168018431	Lar
FBgn0000472	2633.49958171659	-0.123891969108438	0.293184350288366	-0.422573609357329	0.672606384647887	0.887908613479328	NA
FBgn0000473	16.1622106885231	-0.00115203271334137	0.522410923716864	-0.00220522324675919	0.998240487844375	0.999392408457348	Cyp6a2
FBgn0000477	1.55593651749315	-1.21278039848378	1.63288594539525	-0.742722051043324	0.457649976523499	NA	DNaseII
FBgn0000479	881.74363689341	-0.253266404165913	0.110867352521084	-2.28440923686482	0.0223474912255563	0.132951707433178	dnc
FBgn0000482	1016.7298545619	-0.0913233936425762	0.10734884580763	-0.850716120471645	0.394927066094077	0.72383894642153	dor
FBgn0000489	111.800665997973	0.0890202574694197	0.200261197261988	0.444520749333984	0.656666130688256	0.881062104898744	Pka-C3
FBgn0000490	200.714847330613	0.841275936930532	0.193486694305739	4.34797824185877	1.37398231054814e-05	0.000291317357843689	dpp
FBgn0000492	0.482571247926677	-0.991279944578661	2.70067397998999	-0.367049096604521	0.713582396155821	NA	Dr
FBgn0000497	2.24832096409629	-2.98526006507609	1.60660102530478	-1.8581215983662	0.0631517483430434	NA	NA
FBgn0000499	965.304181333989	-0.013515634396551	0.110198807974735	-0.122647736803557	0.902386051272707	0.968529124409575	dsh
FBgn0000500	4.5906580910075	0.555660737799863	0.914469250043253	0.607631954572098	0.543431602434997	0.830840294763106	Dsk
FBgn0000504	7.05381311023231	1.16963299618454	0.858302710168477	1.36272783754225	0.17296830115483	0.494255804291808	dsx
FBgn0000520	600.104217206869	0.00458960558657701	0.118994535669032	0.0385698852537432	0.969233312505396	0.98995886822506	dwg
FBgn0000524	891.434538067256	0.306149737502926	0.110551268888326	2.76930098208267	0.00561767129801436	0.0469419655757154	dx
FBgn0000527	136.818434758498	-0.625356962491869	0.197177312021025	-3.17154623968698	0.0015162972645029	0.0162112996723707	e
FBgn0000529	0.502252655783334	-0.415959125288436	2.82724825650513	-0.14712507977726	0.883033294481668	NA	bsh
FBgn0000533	6.69491327965049	0.315047748535218	0.786682301959272	0.40047646648536	0.688805613473598	0.895732498367858	ea
FBgn0000535	177.571465950567	-0.745352300861545	0.207241161070427	-3.59654567177536	0.000322470986556323	0.00444737023622114	eag
FBgn0000536	871.574573296314	0.100569603005851	0.109137511793345	0.921494373046387	0.356792377673594	0.702016129505803	eas
FBgn0000541	4907.53497226926	-0.059913893690675	0.120580226816302	-0.496879921962253	0.619273731020638	0.865331040058853	E(bx)
FBgn0000542	161.252366068971	-0.00555233972501908	0.193591267472184	-0.0286807344025312	0.977119221766415	0.991886482732198	ec
FBgn0000543	727.252014009111	0.103431248714817	0.120608589730591	0.857577797285053	0.391125639375766	0.722551858254747	ecd
FBgn0000546	937.51615000797	-0.126279947610251	0.12729901028128	-0.991994732176026	0.321200095135333	0.671805299043224	EcR
FBgn0000547	341.818021903022	0.497500533648642	0.170918921528835	2.91073995318132	0.0036057398035545	0.033221889561755	ed
FBgn0000551	1.61860903967822	-0.619573088706346	1.65041446491222	-0.375404543451635	0.707359626396276	NA	Edg78E
FBgn0000552	0	NA	NA	NA	NA	NA	Edg84A
FBgn0000556	196243.90431698	-0.227391431356432	0.0918007727123243	-2.47700999281355	0.0132488192534362	0.0905095967476594	NA
FBgn0000557	43.7341308235938	0.320231128279122	0.307666444649437	1.04083865448506	0.297950436727879	0.649570340130973	eEF1alpha2
FBgn0000559	107460.019098875	-0.0166736661919905	0.0881689052183648	-0.189110505009623	0.850006208238442	0.950502370975545	eEF2
FBgn0000560	0.330918536227288	-0.217683635322919	3.59609106393419	-0.060533404592032	0.95173081160387	NA	eg
FBgn0000562	1459.2751425309	-0.143691297539222	0.106572301970212	-1.3482987125434	0.177562326060945	0.502047206622831	egl
FBgn0000564	0	NA	NA	NA	NA	NA	Eh
FBgn0000565	602.088255866095	0.668099443782943	0.135582986926864	4.92760529124005	8.32435667121276e-07	2.33267561624207e-05	MsrA
FBgn0000566	798.3232117264	0.149801553887603	0.129894161617491	1.15325856083305	0.248804273463672	0.598476982560647	Eip55E
FBgn0000567	261.177919822776	-1.22989625284652	0.166850212461126	-7.37125973473406	1.69023167771259e-13	1.38993911515823e-11	Eip74EF
FBgn0000568	3629.21943784739	-0.23942948150952	0.278491500759348	-0.859737122521441	0.389933966542868	0.721839915396886	Eip75B
FBgn0000575	1422.24769661688	0.332396328930802	0.141582405666897	2.34772341496185	0.0188885415125342	0.118039969296014	emc
FBgn0000576	0	NA	NA	NA	NA	NA	ems
FBgn0000577	0.349397966457172	-1.88542944007929	3.51403574455646	-0.5365424762682	0.591583687849155	NA	en
FBgn0000578	5449.57609365189	-0.333657573110606	0.104307374061891	-3.19879180270256	0.00138004792311766	0.0150658085304123	ena
FBgn0000579	8747.44837739629	0.41235246858147	0.0855642448824876	4.81921472161401	1.44124374986306e-06	3.87813570490673e-05	Eno
FBgn0000581	3447.52686953777	-0.167288248583428	0.109236670807136	-1.53142939406114	0.125663304061878	0.409509233809794	E(Pc)
FBgn0000588	339.933386184802	-0.213813854407048	0.143530838772291	-1.48967187982689	0.136310531913133	0.430048198013932	esc
FBgn0000591	0.125504515033079	-0.777587940589801	3.87024885644679	-0.200914196846683	0.840765666585132	NA	E(spl)m8-HLH
FBgn0000592	3.23520019938391	-0.0351255868137678	1.14521075399976	-0.0306717228170347	0.975531342471477	NA	Est-6
FBgn0000594	21.505280933451	-0.399289044248452	0.475965912750617	-0.838902605316738	0.401523965692775	0.729357839415923	Est-P
FBgn0000606	0.880100618936038	-0.683512970133338	2.20752187550732	-0.309629081241271	0.756843038741859	NA	eve
FBgn0000611	1381.11303369116	-0.18053928152597	0.096265921393701	-1.87542256815487	0.0607346127769988	0.258166114891214	exd
FBgn0000615	382.457014293175	0.0131476850721578	0.16135910011836	0.0814809023012259	0.935059512128407	0.977761235564304	exu
FBgn0000617	819.388621367137	0.0136137777861102	0.122646145977911	0.111000453194527	0.911615987356663	0.971369500997276	e(y)1
FBgn0000618	151.72002665168	0.307692670788131	0.195767373903056	1.57172599628629	0.116014110538157	0.389919082744553	e(y)2
FBgn0000625	0.464091817696793	0.632081672840116	2.69540028299651	0.234503823727963	0.814593865038064	NA	eyg
FBgn0000629	1117.35000501314	-0.17305045731151	0.109792710403051	-1.57615616443239	0.11498981803568	0.387216000342882	E(z)
FBgn0000630	20.7692279739226	-0.1608302511588	0.462697055690795	-0.347592985908858	0.728145874634971	0.908398989448514	NA
FBgn0000633	24.6651166473495	1.0360429862295	0.41209866479868	2.51406537979353	0.0119348306268346	0.0835438143878425	CG17716
FBgn0000634	352.305103674179	0.407623838233945	0.140855095867321	2.89392326009921	0.00380461133571618	0.0345477555654971	NA
FBgn0000635	153.589865339278	0.407144865783614	0.267145182320356	1.52405842488813	0.127494117080721	0.412282519732915	Fas2
FBgn0000636	50.0555692361442	-0.285316995271668	0.292158728039835	-0.976582138024526	0.328776065576489	0.678309801459624	Fas3
FBgn0000639	0.882348946657227	-2.016183209356	2.23924056557321	-0.900387051017848	0.367914309436526	NA	Fbp1
FBgn0000640	1.06788039144157	0.694321451304805	2.19077663061804	0.316929367239476	0.751297197984295	NA	Fbp2
FBgn0000644	6.04034382374812	-1.02269547707057	0.82989270307557	-1.23232253191344	0.217828626252891	0.562809204605863	Fcp3C
FBgn0000658	3.95393057502517	0.791534446245558	0.970715668628396	0.815413278909964	0.414835785912104	0.74084563069386	fj
FBgn0000659	2.16928769382924	1.31899758649298	1.35098133931655	0.976325540632745	0.328903167064389	NA	fkh
FBgn0000662	1177.02435639332	-0.125391022040825	0.102223951535563	-1.22663055142417	0.21996148093171	0.564597745250325	fl(2)d
FBgn0000667	1500.48249436884	-0.176075358665734	0.0952317134724762	-1.84891515909375	0.0644700644143311	0.26884933496763	Actn
FBgn0000709	2264.80155116433	-0.179733797108263	0.101524689478109	-1.77034569652161	0.0766695700125645	0.30388087682007	fliI
FBgn0000711	1054.22117364293	0.0818790478819997	0.103253228242533	0.792992618978198	0.42778212314295	0.748619282085695	flw
FBgn0000715	0.167018587456651	0.301060268998763	3.83501822556992	0.078502956515682	0.93742797852331	NA	FMRFa
FBgn0000719	2103.48669163677	-0.131515192935856	0.106928801491248	-1.22993235780932	0.218722435932837	0.563554476797397	fog
FBgn0000721	930.396084103045	0.0747060010037886	0.107466249609968	0.695157793957849	0.486956419143584	0.794511454879816	for
FBgn0000723	2013.91808753976	-0.10742490390686	0.0948076016093809	-1.13308323471217	0.257179301111951	0.608148527407702	FER
FBgn0000808	130.707370562256	-0.0300587394462042	0.198466342527746	-0.151455098448251	0.879616728416251	0.961455736113458	gd
FBgn0000810	291.937357460634	0.0507078433272556	0.164832442673057	0.30763266323629	0.758361863069244	0.919599997629453	fs(1)K10
FBgn0000826	125.672709110785	0.536473308564807	0.197497124878636	2.71636009331515	0.00660040853357112	0.0533529373912151	png
